Date,TSLA
4/28/2022,292.503326
4/29/2022,290.253326
5/2/2022,300.980011
5/3/2022,303.083344
5/4/2022,317.540009
5/5/2022,291.093323
5/6/2022,288.549988
5/9/2022,262.369995
5/10/2022,266.679993
5/11/2022,244.666672
5/12/2022,242.666672
5/13/2022,256.529999
5/16/2022,241.456665
5/17/2022,253.869995
5/18/2022,236.603333
5/19/2022,236.473328
5/20/2022,221.300003
5/23/2022,224.96666
5/24/2022,209.386673
5/25/2022,219.600006
5/26/2022,235.910004
5/27/2022,253.210007
5/31/2022,252.753326
6/1/2022,246.789993
6/2/2022,258.333344
6/3/2022,234.516663
6/6/2022,238.279999
6/7/2022,238.886673
6/8/2022,241.866669
6/9/2022,239.706665
6/10/2022,232.229996
6/13/2022,215.736664
6/14/2022,220.889999
6/15/2022,233
6/16/2022,213.100006
6/17/2022,216.759995
6/21/2022,237.036667
6/22/2022,236.08667
6/23/2022,235.070007
6/24/2022,245.706665
6/27/2022,244.919998
6/28/2022,232.66333
6/29/2022,228.490005
6/30/2022,224.473328
7/1/2022,227.263336
7/5/2022,233.066666
7/6/2022,231.733337
7/7/2022,244.543335
7/8/2022,250.763336
7/11/2022,234.343338
7/12/2022,233.070007
7/13/2022,237.039993
7/14/2022,238.313339
7/15/2022,240.066666
7/18/2022,240.546661
7/19/2022,245.529999
7/20/2022,247.5
7/21/2022,271.706665
7/22/2022,272.243347
7/25/2022,268.433319
7/26/2022,258.859985
7/27/2022,274.820007
7/28/2022,280.899994
7/29/2022,297.149994
8/1/2022,297.276672
8/2/2022,300.58667
8/3/2022,307.396667
8/4/2022,308.633331
8/5/2022,288.170013
8/8/2022,290.42334
8/9/2022,283.333344
8/10/2022,294.356659
8/11/2022,286.630005
8/12/2022,300.029999
8/15/2022,309.320007
8/16/2022,306.563324
8/17/2022,303.996674
8/18/2022,302.869995
8/19/2022,296.666656
8/22/2022,289.91333
8/23/2022,296.453339
8/24/2022,297.09668
8/25/2022,296.070007
8/26/2022,288.089996
8/29/2022,284.820007
8/30/2022,277.700012
8/31/2022,275.609985
9/1/2022,277.160004
9/2/2022,270.209991
9/6/2022,274.420013
9/7/2022,283.700012
9/8/2022,289.26001
9/9/2022,299.679993
9/12/2022,304.420013
9/13/2022,292.130005
9/14/2022,302.609985
9/15/2022,303.75
9/16/2022,303.350006
9/19/2022,309.070007
9/20/2022,308.730011
9/21/2022,300.799988
9/22/2022,288.589996
9/23/2022,275.329987
9/26/2022,276.01001
9/27/2022,282.940002
9/28/2022,287.809998
9/29/2022,268.209991
9/30/2022,265.25
10/3/2022,242.399994
10/4/2022,249.440002
10/5/2022,240.809998
10/6/2022,238.130005
10/7/2022,223.070007
10/10/2022,222.960007
10/11/2022,216.5
10/12/2022,217.240005
10/13/2022,221.720001
10/14/2022,204.990005
10/17/2022,219.350006
10/18/2022,220.190002
10/19/2022,222.039993
10/20/2022,207.279999
10/21/2022,214.440002
10/24/2022,211.25
10/25/2022,222.419998
10/26/2022,224.639999
10/27/2022,225.089996
10/28/2022,228.520004
10/31/2022,227.539993
11/1/2022,227.820007
11/2/2022,214.979996
11/3/2022,215.309998
11/4/2022,207.470001
11/7/2022,197.080002
11/8/2022,191.300003
11/9/2022,177.589996
11/10/2022,190.720001
11/11/2022,195.970001
11/14/2022,190.949997
11/15/2022,194.419998
11/16/2022,186.919998
11/17/2022,183.169998
11/18/2022,180.190002
11/21/2022,167.869995
11/22/2022,169.910004
11/23/2022,183.199997
11/25/2022,182.860001
